S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'34710.',b'29-Aug-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Gilaula Suvikha to Pipra Link Road km-1(800) in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_25',b'Uttar Pradesh',b'2020_CEDPW_492473_25'
b'34691.',b'18-Aug-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Road Renovation/ 1/AE/LSGD/PLGP/20-21 / 2020_LSGD_371507_2',b'Kerala',b'2020_LSGD_371507_2'
b'34692.',b'19-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Manorathpurwa Link Road km-1(400) in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_6',b'Uttar Pradesh',b'2020_CEDPW_492473_6'
b'34693.',b'28-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',"b'Renewal of B.K. Road km-24 to Maha Motiha Jamunaho Ummedpurwa Link Road km-1,2 and 3(500) in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_4'",b'Uttar Pradesh',b'2020_CEDPW_492473_4'
b'34694.',b'13-Oct-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'various Idavazhi  oda construction covering slab concrete in Vadacodu Ward (294/21)/ 4/AEE/LSGD/ATR/2020-21 / 2020_LSGD_371526_15',b'Kerala',b'2020_LSGD_371526_15'
b'34695.',b'27-Oct-2020 12:00 AM',b'14-Jul-2020 09:00 AM',"b'supply of Drinking Water Tankers in various places in Sector 52 and Village Wazirabad Dhani, Ward 31 under the jurisdiction of EE-V MCG/ EE-V/MCG/2020/20592 dt. 13.07.2020 / 2020_HRY_135516_1'",b'Haryana',b'2020_HRY_135516_1'
b'34696.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Keecherikkunnu Aroli GHSS road side protection in Pappinissery Grama Panchayath/ Tender-03/PGP/2020-21 / 2020_LSGD_371599_1',b'Kerala',b'2020_LSGD_371599_1'
b'34697.',b'28-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Turhani Balram Link Road km-2 in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_2',b'Uttar Pradesh',b'2020_CEDPW_492473_2'
b'34698.',b'23-Oct-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Providing street light system on the road of in front of plot no. 317 Sector 3 Phase II IMT Bawal./ HSIIDC/SE/2020/13 / 2020_HBC_135470_1',b'Haryana',b'2020_HBC_135470_1'
b'34699.',b'04-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Road concreting/ 04/20-21 / 2020_LSGD_371592_2',b'Kerala',b'2020_LSGD_371592_2'
b'34700.',b'13-Oct-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Work of repairing road cuttings on urban roads under the division/ 791/26A/20 Dt. 02.07.2020 / 2020_CEKNP_492682_7',b'Uttar Pradesh',b'2020_CEKNP_492682_7'
b'34681.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 09:30 AM',b'Karikkankulam Bus Stop Vadakkethava Kottappalam Road BalancePortion Tarring and Drainage construction in Pappinissery Grama Panchayath/ Tender-03/PGP/2020-21 / 2020_LSGD_371599_6',b'Kerala',b'2020_LSGD_371599_6'
b'34682.',b'05-Sep-2020 12:00 AM',b'14-Jul-2020 09:30 AM',b'CONSTRUCTION OF ADITIONAL ROOM AT GOVT MIDDLE SCHOOL  BHAWAN MEHGAON GRAM PANCHAYAT DAMAN KHAMHARIYA BLOCK SHAHPURA DISTT JABALPUR/ 02/2020-21 / 2020_RES_92609_1',b'Madhya Pradesh',b'2020_RES_92609_1'
b'34683.',b'01-Sep-2020 12:00 AM',b'14-Jul-2020 09:30 AM',b'CONSTRUCTION OF MIDDLE SCHOOL BHAWAN LAMHETA GHAT BLOCK JABALPUR/ 02/2020-21 / 2020_RES_92616_1',b'Madhya Pradesh',b'2020_RES_92616_1'
b'34684.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 09:30 AM',b'CONSTRUCTION OF BAUNDARYWALL AT MIDDLE SCHOOL BHAWAN SALIWADA GRAM PANCHAYAT SALIWADA BARGI JABALPUR/ 02/2020-21 / 2020_RES_92614_1',b'Madhya Pradesh',b'2020_RES_92614_1'
b'34685.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 09:30 AM',b'Velapuram elikkovval road drainage construction in Pappinissery Grama Panchayath/ Tender-03/PGP/2020-21 / 2020_LSGD_371599_5',b'Kerala',b'2020_LSGD_371599_5'
b'34686.',b'09-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Gujarwara Link Road km-1 and 2 in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_3',b'Uttar Pradesh',b'2020_CEDPW_492473_3'
b'34687.',b'29-Aug-2020 12:00 AM',b'14-Jul-2020 09:00 AM',"b'Renewal of PBB Road to Avdhootnagar Link Road km-1,2 and 3(550) in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_26'",b'Uttar Pradesh',b'2020_CEDPW_492473_26'
b'34688.',b'28-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Turhani Balram Link Road km-2 in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_2',b'Uttar Pradesh',b'2020_CEDPW_492473_2'
b'34689.',b'27-Oct-2020 12:00 AM',b'14-Jul-2020 09:00 AM',"b'supply of Drinking Water Tankers in various places in Sector 52 and Village Wazirabad Dhani, Ward 31 under the jurisdiction of EE-V MCG/ EE-V/MCG/2020/20592 dt. 13.07.2020 / 2020_HRY_135516_1'",b'Haryana',b'2020_HRY_135516_1'
b'34690.',b'19-Sep-2020 12:00 AM',b'14-Jul-2020 09:00 AM',b'Renewal of Manorathpurwa Link Road km-1(400) in District-Shrawasti./ 1198/E-Tender/2020-21 Dated 04-07-2020 / 2020_CEDPW_492473_6',b'Uttar Pradesh',b'2020_CEDPW_492473_6'
b'34671.',b'22-Jul-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Providing extension to distribution System At Village Ghatpuri Tq Khamgaon Dist Buldhana/ ETENDER NOTICE 01/2020-21 / 2020_BULDH_594126_1',b'Maharashtra',b'2020_BULDH_594126_1'
b'34672.',b'20-Aug-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Maintenance of Bridge and Culvert Under Sub Division No. 01 Shivpuri/ 08/2020-21 SHIVPURI DATED 10.07.2020 / 2020_PWDRB_97789_1',b'Madhya Pradesh',b'2020_PWDRB_97789_1'
b'34673.',b'14-Oct-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Est.No.133171/2019-20 Prov. 22 KV HT Line with DTC for BC Girls Hostel at Khandala Dist.Satara./ eTender Notice No.10 of 2020.21 / 2020_PWDM_593948_3',b'Maharashtra',b'2020_PWDM_593948_3'
b'34674.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Maintenance of Rest House Padora Under Sub Division No. 01 Shivpuri Distt. Shivpuri (M.P.)/ 08/2020-21 SHIVPURI DATED 10.07.2020 / 2020_PWDRB_97745_1',b'Madhya Pradesh',b'2020_PWDRB_97745_1'
b'34675.',b'13-Aug-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Maintenance of Rest House Pohari Under Sub Division No. 01 Shivpuri Distt. Shivpuri/ 08/2020-21 SHIVPURI DATED 07.10.2020 / 2020_PWDRB_97749_1',b'Madhya Pradesh',b'2020_PWDRB_97749_1'
b'34676.',b'10-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',"b'M/R  TO  WOODEN  BRIDGE AT  CH. 297.00 OF BALARAMPUR MAIN KHAL  IN  P.S. - RAMNAGAR, BLOCK - DIAMONDHARBOUR-II, DISTRICT - SOUTH  24  PARGANAS  UNDER  SUBURBAN  DRAINAGE  SUB-DIVISION  NO. - III  OF  SUBURBAN  DRAINAGE  DIVISION DURING THE YEAR 2020/ WBIW/EE/SDD/e-NIT-02/2020-21 / 2020_IWD_289489_2'",b'West Bengal',b'2020_IWD_289489_2'
b'34677.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Patamaliguda II   L.I.Project under Dasmantpur Block of Koraput District/ 03/20-21(1) / 2020_OLIC_61854_1',b'Odisha',b'2020_OLIC_61854_1'
b'34678.',b'24-Nov-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Construction of RCC Roof Cycle Stand for 200 Cycles in Odisha Adarsha Vidyalaya at Rajgangpur Block in Sundargarh District for the year 2020-21/ Bid Identification No-EE-RandB-SNG-14 OF 2020-21 / 2020_EICCL_61984_2',b'Odisha',b'2020_EICCL_61984_2'
b'34679.',b'04-Nov-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Repairs and maintenance to Chirner Koproli road M.S.H.4 km 0/00 to 3/800 and Khopata Koproli road S.H. 86 km 0/00 to 2/800 Tal. Uran Dist. Raigad (One Year Annual Maintenance Contract)/ NIT_NO_07_FOR_2020_21 / 2020_PWR_593991_2',b'Maharashtra',b'2020_PWR_593991_2'
b'34680.',b'31-Oct-2020 12:00 AM',b'14-Jul-2020 10:00 AM',"b'Round the clock Routine Preventative and Breakdown  maintenance of  normal and emergency AC DC lighting Illumination Power Welding sockets lighting panel  system and lighting  Switching ON OFF of Main Plant 2X250MW Unit 8 and 9 HTPS, Kasimpur./ ET-18/OandMC IV/DTPS/EMD II/DTPS/2020-21 / 2020_RVUNL_491489_1'",b'Uttar Pradesh',b'2020_RVUNL_491489_1'
b'34661.',b'14-Aug-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Maintenance of Rest House Padora Under Sub Division No. 01 Shivpuri Distt. Shivpuri (M.P.)/ 08/2020-21 SHIVPURI DATED 10.07.2020 / 2020_PWDRB_97745_1',b'Madhya Pradesh',b'2020_PWDRB_97745_1'
b'34662.',b'24-Jul-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Providing and electric led high mast light ( 14 th finance) at/ NIT 03 2019 20 / 2020_YAVAT_594248_1',b'Maharashtra',b'2020_YAVAT_594248_1'
b'34663.',b'22-Jul-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Providing extension to distribution System At Village Ghatpuri Tq Khamgaon Dist Buldhana/ ETENDER NOTICE 01/2020-21 / 2020_BULDH_594126_1',b'Maharashtra',b'2020_BULDH_594126_1'
b'34664.',b'24-Nov-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Construction of RCC Roof Cycle Stand for 200 Cycles in Odisha Adarsha Vidyalaya at Rajgangpur Block in Sundargarh District for the year 2020-21/ Bid Identification No-EE-RandB-SNG-14 OF 2020-21 / 2020_EICCL_61984_2',b'Odisha',b'2020_EICCL_61984_2'
b'34665.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Punjisili   L.I.Project under Dasmantpur Block of Koraput District/ 03/20-21(2) / 2020_OLIC_61855_1',b'Odisha',b'2020_OLIC_61855_1'
b'34666.',b'15-Dec-2020 12:00 AM',b'14-Jul-2020 10:00 AM',"b'Est.No.131312/2020.21 Prov.Shifting of HTLT Line Obstrating Grade Seprater Work at Monark Chowk, Powai naka Behind Collector Office, Satara./ eTender Notice No.10 of 2020.21 / 2020_PWDM_593948_4'",b'Maharashtra',b'2020_PWDM_593948_4'
b'34667.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Rajulkonda  II  L.I.Project under Chitrakonda Block of Malkangiri District/ 03/20-21(4) / 2020_OLIC_61857_1',b'Odisha',b'2020_OLIC_61857_1'
b'34668.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Rajulkonda  I  L.I.Project under Chitrakonda Block of Malkangiri District/ 03/20-21(3) / 2020_OLIC_61856_1',b'Odisha',b'2020_OLIC_61856_1'
b'34669.',b'28-Jul-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Providing and Supplying Building Material for various work  at Grampanchayat Palse Tal Nashik Dist Nashik/ GPPalse/2020-21/Building Material / 2020_NASHI_594197_1',b'Maharashtra',b'2020_NASHI_594197_1'
b'34670.',b'30-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'RETENDER2020/65182 Malappuram District Chief Ministers Local Roads Rebuilt Project  B P Angadi Bypass Kottathara Road Improvements  Thalakkad GP/ 03/2020-21/AE/LSGD/TLKD / 2020_LSGD_371519_1',b'Kerala',b'2020_LSGD_371519_1'
b'34651.',b'30-Jul-2020 12:28 AM',b'14-Jul-2020 10:26 AM',b'Purchasing of Tree guards for protecting the saplings for avenue (Both side of Roads) plantation from Mancherial Chowrasta to towards St. Thomas school under Pattana Pragathi 14th Finance Commission Grants for the Month of April -2020/ MCN/ME/E1/CTN-03/14thFC/SMG/2020-21 / 185033',b'Telegana',b'185033'
b'34652.',b'24-Jul-2020 12:00 AM',b'14-Jul-2020 10:20 AM',"b'Constructing anganwadi building , internal electrification and water supply facility at village VADALI Tal Shindkheda  Dist. Dhule/ GPHUMBARDE/3/2020 / 2020_DHULE_594259_1'",b'Maharashtra',b'2020_DHULE_594259_1'
b'34653.',b'24-Jul-2020 12:00 AM',b'14-Jul-2020 10:10 AM',"b'Constructing anganwadi building , internal electrification and water supply facility at village HUMBARDE Tal Shindkheda  Dist. Dhule/ GPHUMBARDE/2/2020 / 2020_DHULE_594257_1'",b'Maharashtra',b'2020_DHULE_594257_1'
b'34654.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Rajulkonda  I  L.I.Project under Chitrakonda Block of Malkangiri District/ 03/20-21(3) / 2020_OLIC_61856_1',b'Odisha',b'2020_OLIC_61856_1'
b'34655.',b'26-Aug-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Maintenance of Rest House No. 01 and 02 Kolaras Under Sub Division No. 01 Shivpuri Distt. Shivpuri/ 08/2020-21 SHIVPURI DATED 10.07.2020 / 2020_PWDRB_97735_1',b'Madhya Pradesh',b'2020_PWDRB_97735_1'
b'34656.',b'31-Oct-2020 12:00 AM',b'14-Jul-2020 10:00 AM',"b'Round the clock Routine Preventative and Breakdown  maintenance of  normal and emergency AC DC lighting Illumination Power Welding sockets lighting panel  system and lighting  Switching ON OFF of Main Plant 2X250MW Unit 8 and 9 HTPS, Kasimpur./ ET-18/OandMC IV/DTPS/EMD II/DTPS/2020-21 / 2020_RVUNL_491489_1'",b'Uttar Pradesh',b'2020_RVUNL_491489_1'
b'34657.',b'14-Oct-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Est.No.133171/2019-20 Prov. 22 KV HT Line with DTC for BC Girls Hostel at Khandala Dist.Satara./ eTender Notice No.10 of 2020.21 / 2020_PWDM_593948_3',b'Maharashtra',b'2020_PWDM_593948_3'
b'34658.',b'12-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Installation and energisation of Punjisili   L.I.Project under Dasmantpur Block of Koraput District/ 03/20-21(2) / 2020_OLIC_61855_1',b'Odisha',b'2020_OLIC_61855_1'
b'34659.',b'05-Sep-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'HEALTH_ZP_CHANDRAPUR_Covid-19 _09/2020/ HEALTH_CHANDRAPUR_Covid-19 _09/20 / 2020_CHAND_594147_1',b'Maharashtra',b'2020_CHAND_594147_1'
b'34660.',b'31-Jul-2020 12:00 AM',b'14-Jul-2020 10:00 AM',b'Supply Iron Tree Guard/ 102/15-1 dated 02.07.2020 / 2020_UPDFW_491896_1',b'Uttar Pradesh',b'2020_UPDFW_491896_1'
b'34631.',b'25-Nov-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Construction work OF CC Road and drain From Om Prakash Rawat to Road and Bhola Patil to Mahendra Tiwari in Ward No.02./ 604 / 2020_UAD_97799_1',b'Madhya Pradesh',b'2020_UAD_97799_1'
b'34632.',b'14-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'REPAIR OF NON RESIDENTIAL BUILDING (NRB) UNDER PWD SECTION HQ WAIDHAN SUB DIVISION WAIDHAN DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97562_1',b'Madhya Pradesh',b'2020_PWDRB_97562_1'
b'34633.',b'16-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'SUPPLY OF MINERAL AGGREGATE FOR WBM PATCH REPAIR OF ROAD UNDER SECTION KARTHUA  SUB DIVISION CHITRANGI  DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97515_1',b'Madhya Pradesh',b'2020_PWDRB_97515_1'
b'34634.',b'17-Aug-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Ordinary Maintenance S.R. and M.O.W. Works in Residencial Building Burhar Section Under Sub Division Shahdol/ NIT NO 05/SAC/2020-21 / 2020_PWDRB_97196_1',b'Madhya Pradesh',b'2020_PWDRB_97196_1'
b'34635.',b'08-Aug-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Convertion of Existing Court Room in to Child Friendly Court Room at District Court Shahdol/ NIT NO 05/SAC/2020-21 / 2020_PWDRB_97194_1',b'Madhya Pradesh',b'2020_PWDRB_97194_1'
b'34636.',b'17-Aug-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Ordinary Maintenance S.R. and M.O.W. Works in Non Residencial Building Burhar  Section Under Sub Division Shahdol/ NIT NO 05/SAC/2020-21 / 2020_PWDRB_97197_1',b'Madhya Pradesh',b'2020_PWDRB_97197_1'
b'34637.',b'08-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',"b'Special Repair to Roof of Collector Banglow, Commissioner Banglow D.j. Banglow and CEO Jila Panchayat Banglow at Shahdol Distt Shahol (M.P.)/ NIT NO 05/SAC/2020-21 / 2020_PWDRB_97200_1'",b'Madhya Pradesh',b'2020_PWDRB_97200_1'
b'34638.',b'22-Oct-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Beautification of Garbadha Talab Ward No. 18 Maihar/ 0572020 / 2020_UAD_97229_1',b'Madhya Pradesh',b'2020_UAD_97229_1'
b'34639.',b'14-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'SPECIAL REPAIR OF RB 25 A AT WAIDHAN DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97479_1',b'Madhya Pradesh',b'2020_PWDRB_97479_1'
b'34640.',b'08-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Special repair of  Boundary Wall G5 P.R.O. Banglaw F2 type Judisial Magistrate Banglaw GAD Banglaw and Boundary Wall of H-21 Type Commisioner Banglaw Shahdol/ NIT NO 05/SAC/2020-21 / 2020_PWDRB_97207_1',b'Madhya Pradesh',b'2020_PWDRB_97207_1'
b'34621.',b'31-Dec-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Construction of CC Road and Drain from Dipak survey house to hemant rathore house at ward 25/ 3514 / 2020_UAD_97830_1',b'Madhya Pradesh',b'2020_UAD_97830_1'
b'34622.',b'27-Oct-2020 12:00 AM',b'14-Jul-2020 11:00 AM',"b'Providing and supplying Vehical Innova,Tata sumo, Bolero,Ertiga, TUV300, Scarpio on retal basis for RWS Machanical Sub division, ZP Sangli/ 06/2020-2021 / 2020_SANGL_593998_1'",b'Maharashtra',b'2020_SANGL_593998_1'
b'34623.',b'17-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'CONSTRUCTION OF PUCCA DRAIN FROM NEAR THE HOUSE OF YEAKUB SK TO TAIMUR SK HOUSE AT JAGUNPARA VILLAGE/ 02/PBG_IBRD/2020-21 / 2020_ZPHD_289520_1',b'West Bengal',b'2020_ZPHD_289520_1'
b'34624.',b'19-Nov-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Procurement of Vitamin A Paediatric Oral Solution IP/ KMSCL/ED/VIT-A/RC/2020/006 / 2020_KMSCL_371552_1',b'Kerala',b'2020_KMSCL_371552_1'
b'34625.',b'04-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Purchase Minor material   (Water Supply Department )    Grampanchyat Visarwadi  Ta. Navapur Dist. Nandurbar/ GP/Visarwadi/Annual/materials / 2020_NANDU_594251_2',b'Maharashtra',b'2020_NANDU_594251_2'
b'34626.',b'16-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'SUPPLY OF MINERAL AGGREGATE FOR WBM PATCH REPAIR OF ROAD UNDER SECTION KARTHUA  SUB DIVISION CHITRANGI  DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97515_1',b'Madhya Pradesh',b'2020_PWDRB_97515_1'
b'34627.',b'16-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'WHITE WASHING COLOUR WASHING AND PAINTING WORK IN RB AND NRB BUILDING UNDER PWD SECTION CHITRANGI SUB DIVISION CHITRANGI DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97519_1',b'Madhya Pradesh',b'2020_PWDRB_97519_1'
b'34628.',b'14-Sep-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'REPAIR OF NON RESIDENTIAL BUILDING (NRB) UNDER PWD SECTION HQ CHITRANGI SUB DIVISION CHITRANGI DISTRICT SINGRAULI MP/ NIT-02/ETENDERING/2020-21 DATE-14/07/2020 / 2020_PWDRB_97531_1',b'Madhya Pradesh',b'2020_PWDRB_97531_1'
b'34629.',b'11-Dec-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'Construction of CC Drain Behind Patnaha Garden near Karbala and other places in Ward No 36 (IIIrd Call)/ 27/04/Nirman/MC Satna/Dated 13/07/2020 / 2020_UAD_97552_1',b'Madhya Pradesh',b'2020_UAD_97552_1'
b'34630.',b'25-Nov-2020 12:00 AM',b'14-Jul-2020 10:30 AM',b'construction work of WBM Road from Amit Yadav to Pancham Patel in Bharrihar Ward No. 03 ./ 602 / 2020_UAD_97808_1',b'Madhya Pradesh',b'2020_UAD_97808_1'
b'34611.',b'30-Jul-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'SUPPLY OF TATA INTRA CLOSED TIPPER/ GPV/ET/01/2019/20 / 2020_SATAR_593897_2',b'Maharashtra',b'2020_SATAR_593897_2'
b'34612.',b'27-Oct-2020 12:00 AM',b'14-Jul-2020 11:00 AM',"b'Providing and supplying Vehical Innova,Tata sumo, Bolero,Ertiga, TUV300, Scarpio on retal basis for Rural Water Supply Sub division, Panchayat Samiti Jath/ 06/2020-2021 / 2020_SANGL_593985_1'",b'Maharashtra',b'2020_SANGL_593985_1'
b'34613.',b'06-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Constructing RCC Pipe Gutter Anandwadi Nalwademala Tal Shrigonda/ GP/E-TENDER/2020-21/1 / 2020_AHMED_594276_1',b'Maharashtra',b'2020_AHMED_594276_1'
b'34614.',b'27-Oct-2020 12:00 AM',b'14-Jul-2020 11:00 AM',"b'Providing and supplying Vehical Innova,Tata sumo, Bolero,Ertiga, TUV300, Scarpio on retal basis for Rural Water Supply Sub division NO.1 Zp sangli/ 06/2020-2021 / 2020_SANGL_593963_1'",b'Maharashtra',b'2020_SANGL_593963_1'
b'34615.',b'24-Jul-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Constructing R O Plant At Nale Wasti Venegaon Tal-Madha Dist-Solapur/ 02/2020-21 / 2020_SOLAP_594265_1',b'Maharashtra',b'2020_SOLAP_594265_1'
b'34616.',b'19-Nov-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Procurement of Vitamin A Paediatric Oral Solution IP/ KMSCL/ED/VIT-A/RC/2020/006 / 2020_KMSCL_371552_1',b'Kerala',b'2020_KMSCL_371552_1'
b'34617.',b'21-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',"b'Providing estate electrical services in 36 type II and 12 type III houses in Police Station City, Narwana Distt. Jind/ 2020/HPHC/JULY-12/ 003 / 2020_HBC_135524_1'",b'Haryana',b'2020_HBC_135524_1'
b'34618.',b'31-Dec-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Construction of CC road in Pathanwadi Street adjacent to Chitra Studio at ward 21/ 3516 / 2020_UAD_97834_1',b'Madhya Pradesh',b'2020_UAD_97834_1'
b'34619.',b'17-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'CONSTRUCTION OF PUCCA DRAIN FROM NEAR THE HOUSE OF YEAKUB SK TO TAIMUR SK HOUSE AT JAGUNPARA VILLAGE/ 02/PBG_IBRD/2020-21 / 2020_ZPHD_289520_1',b'West Bengal',b'2020_ZPHD_289520_1'
b'34620.',b'04-Aug-2020 12:00 AM',b'14-Jul-2020 11:00 AM',b'Purchase Minor material   (Water Supply Department )    Grampanchyat Visarwadi  Ta. Navapur Dist. Nandurbar/ GP/Visarwadi/Annual/materials / 2020_NANDU_594251_2',b'Maharashtra',b'2020_NANDU_594251_2'
b'34601.',b'08-Dec-2020 12:00 AM',b'14-Jul-2020 12:00 PM',"b'REPAIRING OF ROAD SURFACE AT KATAPUKUR IN FRONT OF MORGUE IN WARD NO. 79, BR-IX./ KMC/ROADS/SOUTH/2019-2020/390 / 2020_KMC_288797_1'",b'West Bengal',b'2020_KMC_288797_1'
b'34602.',b'12-Aug-2020 12:00 AM',b'14-Jul-2020 12:00 PM',b'Repair works to 32 Kerala Batalian NCC complex/ D1/Tn/05/2020-21/E-tender/s / 2020_PWD_371624_1',b'Kerala',b'2020_PWD_371624_1'
b'34603.',b'03-Sep-2020 12:00 AM',b'14-Jul-2020 12:00 PM',b'Construction of Drain Soriful Khan house to Ranitala Gorasthan at Ranitala under Baligram GP/ BGP/03/2020-2021 / 2020_ZPHD_289509_1',b'West Bengal',b'2020_ZPHD_289509_1'
b'34604.',b'23-Jul-2020 12:00 AM',b'14-Jul-2020 11:30 AM',b'Construction Of Anganwadi Building At Daregaon Saskhori Wasti Under DPC Non Tribal/ 2020_Daregaon_02 / 2020_AURAN_594303_1',b'Maharashtra',b'2020_AURAN_594303_1'
b'34605.',b'24-Sep-2020 12:00 AM',b'14-Jul-2020 11:30 AM',b'RENNOVATION OF THENOOR KARIPPUVILAKAM ROAD IN PLAVILA WARD (292/21)/ 4/AEE/LSGD/ATR/2020-21 / 2020_LSGD_371526_22',b'Kerala',b'2020_LSGD_371526_22'
b'34606.',b'30-Jul-2020 12:00 AM',b'14-Jul-2020 11:30 AM',b'E-tender for empanelment of Private Oil Mills for Custom milling of Mustard Seed and supply of Fortified Kachchi Ghani Mustard Oil./ E_Tender for empanelment of Private Oil Mills / 2020_HBC_135485_1',b'Haryana',b'2020_HBC_135485_1'
b'34607.',b'18-Aug-2020 12:00 AM',b'14-Jul-2020 11:25 AM',b'Road Renovation/ 1/AE/LSGD/PLGP/20-21 / 2020_LSGD_371507_7',b'Kerala',b'2020_LSGD_371507_7'
b'34608.',b'24-Aug-2020 12:00 AM',b'14-Jul-2020 11:10 AM',b'VARIOUS NADAPATHA CONCRETE IN ARALUMOODU WARD (266/21)/ 4/AEE/LSGD/ATR/2020-21 / 2020_LSGD_371526_20',b'Kerala',b'2020_LSGD_371526_20'
